city,price,area,house type,rooms,bars,furniture,lift,parking,air condition
נתניה,290000,0,דירה,4,0,0,0, אין, אין
פתח תקווה,2090000,121,דירה,5,1,0,1, פרטית - מקורה, מיני מרכזי
שערי תקווה,1930000,158,דו משפחתי,5,0,0,0, פרטית - לא מקורה, אין
רחובות,4500000,280,דו משפחתי,6,0,1,0, פרטית - לא מקורה, מיזוג מרכזי
יבנה,1910000,107,דירה,4,1,1,1, פרטית - מקורה, מיני מרכזי
חדרה,1135000,96,דירה,4.5,0,0,0, פרטית - מקורה, בחדרים ובסלון
רחובות,1870000,120,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,1,114,דירה,4,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
אשדוד,3400000,390,קוטג,6.5,0,0,0, פרטית - מקורה, אין
באר שבע,1030000,0,דירה,3,0,0,1, חניה משותפת, מיני מרכזי
אשקלון,1300000,96,דירה,4,0,1,1, פרטית - לא מקורה, מיזוג מרכזי
אשקלון,1350000,113,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,1400000,60,דירה,2.5,1,0,0, אין, אין
חיפה,1870000,0,דו משפחתי,4,1,0,0, פרטית - לא מקורה, מיני מרכזי
באר שבע,1060000,96,דירה,3,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
אילת,2400000,140,דופלקס,5,1,1,0, פרטית - מקורה, מפוצל
כחל,1900000,155,וילה,10,0,1,0, פרטית - מקורה, בחדרים ובסלון
הרצליה,6150000,280,קוטג,7,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
תל אביב יפו,1650000,55,דירה,3,0,0,1, פרטית - מקורה, מיזוג מרכזי
טבריה,760000,100,דירה,4,1,1,0, חניה משותפת, בחדרים ובסלון
נתניה,1350000,72,דירה,3.5,0,0,0, רחבה ציבורית, בחדרים ובסלון
חדרה,3200000,180,דופלקס,6,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
מעלות תרשיחא,1450000,120,קוטג,4.5,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
בת ים,1220000,70,בית פרטי,2.5,0,0,0, חניה משותפת, בחדרים ובסלון
רמת גן,2950000,87,דירה,3,0,1,1, פרטית - מקורה, מיזוג מרכזי
הרצליה,4200000,112,פנטהאוז,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,5750000,96,פנטהאוז,1,0,0,1, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,4260000,75,פנטהאוז,3,0,0,1, פרטית - מקורה, בחדרים ובסלון
צפת,700000,67,דירה,3,1,0,1, חניה משותפת, אין
צפת,7000000,1000,וילה,10,0,1,0, פרטית - מקורה, מיזוג מרכזי
דימונה,12000000,130,דירת גן,4,0,0,0, חניה משותפת, מיני מרכזי
קדימה צורן,3200000,240,דו משפחתי,9,1,0,0, פרטית - מקורה, בחדרים ובסלון
נהריה,605000,55,דירה,3,0,1,0, ברחוב, בסלון
בנימינה,1400000,85,דירת גג,4,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
רמת גן,4400000,240,דירה,8,0,1,0, פרטית - מקורה, מיזוג מרכזי
טבריה,1900000,200,דו משפחתי,6,0,0,0, פרטית - לא מקורה, אין
תל אביב יפו,1630000,69,דירה,3,1,0,1, אין, בחדרים ובסלון
אשדוד,2500000,150,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
שדרות,640000,70,דירה,3,1,1,0, חניה משותפת, בחדרים ובסלון
רמת גן,19000000,54,דירה,2,0,1,1, אין, מיזוג מרכזי
ירושלים,1250000,65,דירה,3,0,0,0, אין, אין
חדרה,760000,56,דירה,3,1,0,0, רחבה ציבורית, בחדרים ובסלון
מגדל העמק,745000,50,דירה,3,0,0,0, אין, בחדרים ובסלון
רמלה,1180000,83,בית פרטי,4,1,1,0, אין, בסלון
ראשון לציון,0,65,דירה,3,0,0,1, פרטית - מקורה, מיזוג מרכזי
חולון,2320000,120,דירה,5,1,1,1, פרטית - לא מקורה, מיני מרכזי
חדרה,1250000,90,דירה,4,1,0,0, אין, בחדרים ובסלון
באר שבע,5,124,דירה,4,1,1,1, פרטית - מקורה, מיני מרכזי
חירבת חורה,350000,3500,נחלה,1,0,0,0, אין, אין
מוצא עילית,1100000,400,בית פרטי,4,0,0,0, ברחוב, אין
גני תקווה,3200000,518,מגרש למגורים,2,0,0,0, אין, בסלון
קרית חיים,1380000,90,דירת גן,4,1,0,0, פרטית - לא מקורה, מיני מרכזי
רמת השרון,7890000,500,בית פרטי,8,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
בת ים,1300000,70,דירה,2.5,0,0,0, אין, בחדרים ובסלון
בית שאן,1,130,דופלקס,5.5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
נתניה,2300000,140,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,1650000,120,מגרש למגורים,5,0,0,1, פרטית - מקורה, בחדרים
תל אביב יפו,1650000,120,מגרש למגורים,5,0,0,1, פרטית - מקורה, אין
חיפה הדר,585000,50,דירה,2.5,1,0,0, חניה משותפת, בחדרים ובסלון
אשקלון,1,250,דירת גן,4.5,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
ראשון לציון,1870000,91,דירה,3.5,1,1,1, פרטית - לא מקורה, מיני מרכזי
חיפה,990000,140,דירה,6,0,0,0, אין, אין
חולון,1550000,90,דירה,4,1,1,0, רחבה ציבורית, בחדרים ובסלון
חולון,1750000,95,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
הרצליה,4700000,0,קוטג,6.5,1,0,0, פרטית - מקורה, בחדרים ובסלון
עכו,1000000,250,דירת גן,4,1,1,0, ברחוב, בחדרים ובסלון
אבטליון,5666666,0,דירה,2.5,0,0,0, אין, אין
גבעת זאב,2230000,150,קוטג,5,1,1,0, ברחוב, בחדרים ובסלון
אשקלון,1470000,0,דירה,5,0,0,0, פרטית - מקורה, מיני מרכזי
באר שבע,1233000,160,דירת גן,4,1,0,0, אין, מיני מרכזי
הרצליה,3900000,130,דירת גן,5,0,0,0, פרטית - מקורה, אין
חולון,1350000,65,דירת גן,2.5,1,0,0, חניה משותפת, בחדרים ובסלון
ירושלים,2800000,120,דירה,4,1,0,1, פרטית - מקורה, מפוצל
ירושלים,1350000,75,דירה,3,1,1,0, ברחוב, אין
חדרה,1,200,קוטג,6,0,0,0, פרטית - לא מקורה, אין
חדרה,1,200,קוטג,6,0,0,0, פרטית - לא מקורה, אין
באר שבע,670000,107,דירה,4,1,1,0, ברחוב, בחדרים ובסלון
טירת כרמל,1900000,150,קוטג,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
hifa,1800000,80,דו משפחתי,3.5,1,1,0, אין, בחדרים
בת ים,1350000,80,דירה,3,1,0,0, אין, בחדרים
קרית מוצקין,1150000,115,דירה,4,0,1,0, חניה משותפת, מיזוג מרכזי
אשקלון,565000,63,דירה,3,1,0,0, ברחוב, בחדרים ובסלון
ראשון לציון,1560000,0,דירה,3,0,0,0, רחבה ציבורית, בסלון
אשקלון,630000,71,דירה,3,1,0,0, חניה משותפת, בחדרים ובסלון
רמות א,1000900,96,דירה,4,0,0,0, אין, בחדרים ובסלון
תל אביב יפו,1580000,36,דירה,2,0,0,1, אין, אין
מושב זיתן,3900000,170,בית פרטי,5.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
רחובות,1130000,75,דירה,3,0,0,0, פרטית - מקורה, בחדרים ובסלון
ירושלים,1800000,90,דירה,4.5,0,0,0, ברחוב, בחדרים ובסלון
ניצן,2500000,0,דירה,4,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
חיפה,1800000,120,דופלקס,5,0,0,0, אין, בסלון
אשקלון,1900000,0,דו משפחתי,6,1,0,0, ברחוב, בחדרים ובסלון
אשקלון,760000,74,דירה,4,1,0,0, ברחוב, בחדרים ובסלון
חולון,1685000,100,דירה,4.5,0,0,1, אין, בחדרים ובסלון
אפרת,1650000,136,דירת גן,5,1,0,0, ברחוב, אין
אופקים,1,78,דירה,3.5,1,0,0, אין, בחדרים ובסלון
פתח תקווה,1990000,120,דירת גג,5,0,0,1, פרטית - מקורה, מפוצל
חיפה,3100000,170,דירה,5.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
רמת גן,2340000,100,דירה,4.5,1,0,1, פרטית - מקורה, בחדרים ובסלון
רמלה,1260000,72,דירה,3,1,0,1, פרטית - לא מקורה, בסלון
פתח תקווה,1760000,93,דירה,4,0,1,1, פרטית - מקורה, מיני מרכזי
רמת גן,2890000,104,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
אור יהודה,2720000,176,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
באר שבע,590000,71,דירה,3,0,0,0, אין, בחדרים ובסלון
בני עי,1350000,85,דירה,4,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
חדרה,1780000,250,דו משפחתי,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
מגדל העמק,1100000,110,קוטג,4.5,1,0,0, ברחוב, מיזוג מרכזי
חולון,2250000,120,דירה,5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
נהריה,700000,85,מגרש למגורים,4,0,0,0, אין, בחדרים ובסלון
גדרה,3980000,255,בית פרטי,9,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
אור יהודה,2290000,130,דירה,4.5,1,1,1, פרטית - מקורה, מיני מרכזי
בת ים,1390000,70,דירה,2.5,1,0,0, אין, בחדרים ובסלון
חולון,1760000,100,דירה,4.5,0,0,1, פרטית - מקורה, בחדרים ובסלון
תל אביב יפו,4200000,188,טריפלקס,5,0,0,0, אין, בחדרים ובסלון
תל אביב יפו,37500000,159,דירת גן,4,0,0,0, אין, בסלון
רמת השרון,2250000,114,דירה,4,1,1,1, פרטית - מקורה, מיזוג מרכזי
פתח תקווה,2630000,130,דירה,6,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
תל אביב יפו,4490000,85,דופלקס,3,0,0,1, פרטית - לא מקורה, מיני מרכזי
טבריה,2200000,270,דירה,8,0,1,1, פרטית - מקורה, בחדרים ובסלון
קרית גת,1150000,0,דופלקס,5.5,0,0,0, רחבה ציבורית, בחדרים ובסלון
נתניה,1679000,91,דירה,4,1,1,1, חניה משותפת, בחדרים ובסלון
מורן,2200000,550,בית פרטי,7,0,1,0, פרטית - לא מקורה, בחדרים
חולון,1690000,105,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
נתניה,2550000,140,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,1690000,80,דירה,3.5,1,1,0, חניה משותפת, בחדרים ובסלון
נתניה,2300000,120,דירה,5,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
כפר סבא,2300000,122,דירה,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
פתח תקווה,1880000,95,דירה,4,1,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,2250000,100,דירה,4.5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
חדרה,1350000,130,דירה,5,1,0,1, פרטית - מקורה, בחדרים ובסלון
נצרת עילית ,1800000,140,דו משפחתי,5,0,0,0, אין, בחדרים ובסלון
חיפה,530000,86,דירה,3,1,0,0, אין, אין
נהרייה,1100000,115,דירה,4,1,0,1, פרטית - לא מקורה, מיני מרכזי
הרצליה,2890000,185,קוטג,5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
רעננה,0,100,דירת גן,4,1,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,2900000,120,דירה,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
מתן,2950000,0,דו משפחתי,6,0,0,0, פרטית - מקורה, מיני מרכזי
באר שבע,755000,81,דירה,3,0,1,1, חניה משותפת, בחדרים ובסלון
בני ברק,1630000,75,דירה,3.5,1,1,0, ברחוב, בחדרים ובסלון
באר שבע,620000,80,דירה,3,0,0,0, ברחוב, בסלון
בת ים,1200000,50,דירה,2.5,0,0,0, אין, בחדרים ובסלון
רעננה,5300,110,דירה,4,0,0,0, פרטית - מקורה, בחדרים ובסלון
כוכב יאיר,2720000,0,קוטג,1,0,0,0, פרטית - מקורה, בחדרים ובסלון
באר שבע,1200000,48,דירה,2,0,1,1, פרטית - מקורה, בחדרים
באר שבע,630000,76,דירה,3,1,0,0, ברחוב, בחדרים ובסלון
חולון,1850000,85,דירה,4,0,1,1, חניה משותפת, מיזוג מרכזי
בני ברק,1400000,74,דירה,3,1,0,0, אין, בחדרים
נתניה,1120000,68,דירה,3,0,0,0, אין, בחדרים ובסלון
באר שבע,600000,76,דירה,3,0,0,0, אין, בחדרים
בת ים,1870000,85,דירה,4,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
אופקים,1250000,140,דו משפחתי,5,0,1,0, ברחוב, בחדרים ובסלון
קרית ים,2,140,פנטהאוז,5,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
טירת כרמל,1220000,100,דירה,4,1,0,1, פרטית - מקורה, מיזוג מרכזי
מודיעין מכבים רעות,2000000,0,דירה,4,0,1,0, פרטית - מקורה, בחדרים ובסלון
טבריה,3800000,160,דו משפחתי,8,1,1,0, פרטית - מקורה, בחדרים ובסלון
קריית מלאכי ,720000,0,דירה,3,1,1,0, ברחוב, בסלון
חדרה,19200000,138,דירת גן,5,0,0,1, פרטית - לא מקורה, מיני מרכזי
נתניה ,3000000,25,מגרש למגורים,1,0,0,0, אין, אין
אור עקיבא,940000,72,דירה,3.5,1,0,0, חניה משותפת, בחדרים ובסלון
ראשון לציון,1300000,60,דירה,3,0,0,0, חניה משותפת, בסלון
יוקנעם,2290000,0,דו משפחתי,6,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
כפר יונה,1690000,130,דירה,4,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
ראשון לציון,3850000,290,קוטג,8,0,0,0, פרטית - מקורה, בחדרים ובסלון
נס ציונה,1380000,42,דירה,2.5,1,0,0, אין, בחדרים ובסלון
קדימה צורן,3600000,330,קוטג,8,0,0,0, פרטית - מקורה, אין
באר שבע,1270000,110,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,2390000,135,דירה,5.5,0,0,1, אין, בחדרים ובסלון
נתניה,1500000,110,דירה,4,1,1,1, פרטית - מקורה, בחדרים ובסלון
נתניה,2100000,130,דירה,5,1,0,1, פרטית - מקורה, אין
גבעתיים,3200000,90,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
רמת גן,6600000,390,דו משפחתי,6.5,1,1,0, פרטית - לא מקורה, מיזוג מרכזי
אריאל,1200000,121,דופלקס,5,0,0,0, ברחוב, מיני מרכזי
תל אביב יפו,3350000,57,דירה,2,0,0,1, פרטית - לא מקורה, בחדרים
חריש,1110000,137,דירה,5,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
אזור,2000050,120,דופלקס,5,1,1,0, אין, בחדרים ובסלון
נתניה,2300000,130,דירה,5,0,1,1, פרטית - מקורה, מיני מרכזי
באר שבע,675000,64,דירה,3,0,1,0, ברחוב, בסלון
נתניה,4725000,250,דירה,7,0,0,1, פרטית - מקורה, מיזוג מרכזי
פתח תקווה,2750000,155,מיני פנטהאוז,5,0,0,1, פרטית - מקורה, מפוצל
עופרים,880000,90,דירה,4.5,0,0,0, אין, בחדרים ובסלון
בת ים,1280000,72,דירה,3,0,1,0, ברחוב, בסלון
נתניה,1420000,86,דירה,3,0,1,1, פרטית - מקורה, בחדרים
באר שבע,890000,70,דירה,3,1,1,0, אין, בחדרים ובסלון
חיפה,1600000,90,דירה,4,0,1,0, אין, בחדרים ובסלון
קרית אונו,3500000,70,דירת גן,3.5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
גני תקווה,4600000,300,קוטג,7,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
